Frequency (Hz),dB (Relative)
888,24.88217
889,24.89934
890,24.91650
891,24.93367
892,24.95083
893,24.96800
894,24.98516
895,25.00233
896,25.01949
897,25.03666
898,25.05382
899,25.07099
900,25.08815
901,25.10531
902,25.12248
903,25.13964
904,25.15681
905,25.17397
906,25.19114
907,25.20830
908,25.22547
909,25.24263
910,25.25980
911,25.27696
912,25.29413
913,25.31129
914,25.32846
915,25.34562
916,25.36278
917,25.37995
918,25.39711
919,25.41428
920,25.43144
921,25.44861
922,25.46577
923,25.48294
924,25.50010
925,25.51727
926,25.53443
927,25.55160
928,25.56876
929,25.58592
930,25.60300
931,25.61963
932,25.63627
933,25.65291
934,25.66955
935,25.68619
936,25.70283
937,25.71947
938,25.73611
939,25.75275
940,25.76939
941,25.78603
942,25.80267
943,25.81931
944,25.83595
945,25.85259
946,25.86923
947,25.88586
948,25.90250
949,25.91914
950,25.93578
951,25.95242
952,25.96906
953,25.98570
954,26.00234
955,26.01898
956,26.03562
957,26.05226
958,26.06890
959,26.08554
960,26.10218
961,26.11882
962,26.13546
963,26.15209
964,26.16873
965,26.18537
966,26.20201
967,26.21865
968,26.23529
969,26.25193
970,26.26857
971,26.28521
972,26.30185
973,26.31849
974,26.33513
975,26.35177
976,26.36841
977,26.38505
978,26.40169
979,26.41833
980,26.43496
981,26.45160
982,26.46824
983,26.48488
984,26.50152
985,26.51816
986,26.53480
987,26.55144
988,26.56808
989,26.58472
990,26.60136
991,26.61800
992,26.63464
993,26.65128
994,26.66792
995,26.68456
996,26.70119
997,26.71783
998,26.73447
999,26.75111
1000,26.76775
1001,26.78439
1002,26.80103
1003,26.81767
1004,26.82521
1005,26.83128
1006,26.83734
1007,26.84340
1008,26.84946
1009,26.85553
1010,26.86159
1011,26.86765
1012,26.87371
1013,26.87977
1014,26.88584
1015,26.89190
1016,26.89796
1017,26.90402
1018,26.91009
1019,26.91615
1020,26.92221
1021,26.92827
1022,26.93434
1023,26.94040
1024,26.94646
1025,26.95252
1026,26.95858
1027,26.96465
1028,26.97071
1029,26.97677
1030,26.98283
1031,26.98890
1032,26.99496
1033,27.00102
1034,27.00708
1035,27.01315
1036,27.01921
1037,27.02527
1038,27.03133
1039,27.03739
1040,27.04346
1041,27.04952
1042,27.05558
1043,27.06164
1044,27.06771
1045,27.07377
1046,27.07983
1047,27.08589
1048,27.09196
1049,27.09802
1050,27.10408
1051,27.11014
1052,27.11620
1053,27.12227
1054,27.12833
1055,27.13439
1056,27.14045
1057,27.14652
1058,27.15258
1059,27.15864
1060,27.16470
1061,27.17077
1062,27.17683
1063,27.18289
1064,27.18895
1065,27.19501
1066,27.20108
1067,27.20714
1068,27.21320
1069,27.21926
1070,27.22533
1071,27.23139
1072,27.23745
1073,27.24351
1074,27.24958
1075,27.25564
1076,27.26170
1077,27.26776
1078,27.27382
1079,27.27989
1080,27.28595
1081,27.29201
1082,27.29807
1083,27.30414
1084,27.31020
1085,27.31626
1086,27.32232
1087,27.32839
1088,27.33445
1089,27.34051
1090,27.34657
1091,27.35263
1092,27.35870
1093,27.36476
1094,27.37082
1095,27.37688
1096,27.38295
1097,27.38901
1098,27.39507
1099,27.40113
1100,27.40720
1101,27.41326
1102,27.41932
1103,27.42538
1104,27.43144
1105,27.43751
1106,27.44357
1107,27.44963
1108,27.45569
1109,27.46176
1110,27.46782
1111,27.47388
1112,27.47994
1113,27.48601
1114,27.49207
1115,27.49813
1116,27.50419
1117,27.51025
1118,27.51632
1119,27.52238
1120,27.52844
1121,27.53450
1122,27.54057
1123,27.54663
1124,27.55269
1125,27.55875
1126,27.56482
1127,27.57088
1128,27.57694
1129,27.58300
1130,27.58906
1131,27.59513
1132,27.60119
1133,27.60725
1134,27.61331
1135,27.61938
1136,27.62544
1137,27.63150
1138,27.63756
1139,27.64363
1140,27.64969
1141,27.65575
1142,27.66181
1143,27.66787
1144,27.67394
1145,27.68000
1146,27.68606
1147,27.69212
1148,27.69819
1149,27.70425
1150,27.71031
1151,27.71637
1152,27.72244
1153,27.72850
1154,27.73456
1155,27.74062
1156,27.74668
1157,27.75275
1158,27.75881
1159,27.76487
1160,27.77093
1161,27.77700
1162,27.78306
1163,27.78912
1164,27.79518
1165,27.80125
1166,27.80731
1167,27.81337
1168,27.81943
1169,27.82549
1170,27.83156
1171,27.83762
1172,27.84368
1173,27.84974
1174,27.85581
1175,27.86187
1176,27.86793
1177,27.87399
1178,27.88006
1179,27.88612
1180,27.89218
1181,27.89824
1182,27.89815
1183,27.89554
1184,27.89294
1185,27.89033
1186,27.88772
1187,27.88512
1188,27.88251
1189,27.87990
1190,27.87730
1191,27.87469
1192,27.87208
1193,27.86948
1194,27.86687
1195,27.86426
1196,27.86166
1197,27.85905
1198,27.85644
1199,27.85384
1200,27.85123
1201,27.84862
1202,27.84602
1203,27.84341
1204,27.84080
1205,27.83820
1206,27.83559
1207,27.83298
1208,27.83038
1209,27.82777
1210,27.82516
1211,27.82256
1212,27.81995
1213,27.81734
1214,27.81474
1215,27.81213
1216,27.80953
1217,27.80692
1218,27.80431
1219,27.80171
1220,27.79910
1221,27.79649
1222,27.79389
1223,27.79128
1224,27.78867
1225,27.78607
1226,27.78346
1227,27.78085
1228,27.77825
1229,27.77564
1230,27.77303
1231,27.77043
1232,27.76782
1233,27.76521
1234,27.76261
1235,27.76000
1236,27.75739
1237,27.75479
1238,27.75218
1239,27.74957
1240,27.74697
1241,27.74436
1242,27.74175
1243,27.73915
1244,27.73654
1245,27.73393
1246,27.73133
1247,27.72872
1248,27.72611
1249,27.72351
1250,27.72090
1251,27.71829
1252,27.71569
1253,27.71308
1254,27.71047
1255,27.70787
1256,27.70526
1257,27.70265
1258,27.70005
1259,27.69744
1260,27.69483
1261,27.69223
1262,27.68962
1263,27.68701
1264,27.68441
1265,27.68180
1266,27.67920
1267,27.67659
1268,27.67398
1269,27.67138
1270,27.66877
1271,27.66616
1272,27.66356
1273,27.66095
1274,27.65834
1275,27.65574
1276,27.65313
1277,27.65052
1278,27.64792
1279,27.64531
1280,27.64270
1281,27.64010
1282,27.63749
1283,27.63488
1284,27.63228
1285,27.62967
1286,27.62706
1287,27.62446
1288,27.62185
1289,27.61924
1290,27.61664
1291,27.61403
1292,27.61142
1293,27.60882
1294,27.60621
1295,27.60360
1296,27.60100
1297,27.59839
1298,27.59578
1299,27.59318
1300,27.59057
1301,27.58796
1302,27.58536
1303,27.58275
1304,27.58014
1305,27.57754
1306,27.57493
1307,27.57232
1308,27.56972
1309,27.56711
1310,27.56450
1311,27.56190
1312,27.55929
1313,27.55669
1314,27.55408
1315,27.55147
1316,27.54887
1317,27.54626
1318,27.54365
1319,27.54105
1320,27.53844
1321,27.53583
1322,27.53323
1323,27.53062
1324,27.52801
1325,27.52541
1326,27.52280
1327,27.52019
1328,27.51759
1329,27.51498
1330,27.51237
1331,27.50977
1332,27.50716
1333,27.50455
1334,27.50195
1335,27.49934
1336,27.49673
1337,27.49413
1338,27.49152
1339,27.48891
1340,27.48631
1341,27.48370
1342,27.48109
1343,27.47849
1344,27.47588
1345,27.47327
1346,27.47067
1347,27.46806
1348,27.46545
1349,27.46285
1350,27.46024
1351,27.45763
1352,27.45503
1353,27.45242
1354,27.44981
1355,27.44721
1356,27.44460
1357,27.44199
1358,27.43939
1359,27.43678
1360,27.43418
1361,27.43157
1362,27.42896
1363,27.42636
1364,27.42375
1365,27.42114
1366,27.41854
1367,27.41593
1368,27.41332
1369,27.41072
1370,27.40811
1371,27.40550
1372,27.40290
1373,27.40029
1374,27.39768
1375,27.39508
1376,27.39247
1377,27.38986
1378,27.38726
1379,27.38465
1380,27.38204
1381,27.37944
1382,27.37683
1383,27.37422
1384,27.37162
1385,27.36901
1386,27.36640
1387,27.36380
1388,27.36119
1389,27.35858
1390,27.35598
1391,27.35337
1392,27.35076
1393,27.34816
1394,27.34555
1395,27.34294
1396,27.34034
1397,27.33773
1398,27.33512
1399,27.33252
1400,27.32991
1401,27.32730
1402,27.32470
1403,27.32209
1404,27.31948
1405,27.31688
1406,27.31427
1407,27.31167
1408,27.30906
1409,27.30645
1410,27.30385
1411,27.30124
1412,27.29863
1413,27.29603
1414,27.29342
1415,27.29081
1416,27.28821
1417,27.28560
1418,27.28299
1419,27.28039
1420,27.27778
1421,27.27517
1422,27.27257
1423,27.26996
1424,27.26735
1425,27.26475
1426,27.26214
1427,27.25953
1428,27.25693
1429,27.25432
1430,27.25171
1431,27.24911
1432,27.24650
1433,27.24389
1434,27.24129
1435,27.23868
1436,27.23607
1437,27.23347
1438,27.23086
1439,27.22825
1440,27.22565
1441,27.22304
1442,27.22043
1443,27.21783
1444,27.21522
1445,27.21261
1446,27.21001
1447,27.20740
1448,27.20479
1449,27.20219
1450,27.19958
1451,27.19697
1452,27.19437
1453,27.19176
1454,27.18915
1455,27.18655
1456,27.18394
1457,27.18134
1458,27.17873
1459,27.17612
1460,27.17352
1461,27.17091
1462,27.16830
1463,27.16570
1464,27.16309
1465,27.16048
1466,27.15788
1467,27.15527
1468,27.15266
1469,27.15006
1470,27.14745
1471,27.14484
1472,27.14224
1473,27.13963
1474,27.13702
1475,27.13442
1476,27.13181
1477,27.12920
1478,27.12660
1479,27.12399
1480,27.12138
1481,27.11878
1482,27.11617
1483,27.11356
1484,27.11096
1485,27.10835
1486,27.10574
1487,27.10314
1488,27.10053
1489,27.09792
1490,27.09532
1491,27.09271
1492,27.09010
1493,27.09540
1494,27.10102
1495,27.10664
1496,27.11227
1497,27.11789
1498,27.12351
1499,27.12914
1500,27.13476
1501,27.14038
1502,27.14601
1503,27.15163
1504,27.15725
1505,27.16287
1506,27.16850
1507,27.17412
1508,27.17974
1509,27.18537
1510,27.19099
1511,27.19661
1512,27.20224
1513,27.20786
1514,27.21348
1515,27.21911
1516,27.22473
1517,27.23035
1518,27.23597
1519,27.24160
1520,27.24722
1521,27.25284
1522,27.25847
1523,27.26409
1524,27.26971
1525,27.27534
1526,27.28096
1527,27.28658
1528,27.29221
1529,27.29783
1530,27.30345
1531,27.30907
1532,27.31470
1533,27.32032
1534,27.32594
1535,27.33157
1536,27.33719
1537,27.34281
1538,27.34844
1539,27.35406
1540,27.35968
1541,27.36531
1542,27.37093
1543,27.37655
1544,27.38217
1545,27.38780
1546,27.39342
1547,27.39904
1548,27.40467
1549,27.41029
1550,27.41591
1551,27.42154
1552,27.42716
1553,27.43278
1554,27.43841
1555,27.44403
1556,27.44965
1557,27.45527
1558,27.46090
1559,27.46652
1560,27.47214
1561,27.47777
1562,27.48339
1563,27.48901
1564,27.49464
1565,27.50026
1566,27.50588
1567,27.51151
1568,27.51713
1569,27.52275
1570,27.52837
1571,27.53400
1572,27.53962
1573,27.54524
1574,27.55087
1575,27.55649
1576,27.56211
1577,27.56774
1578,27.57336
1579,27.57898
1580,27.58460
1581,27.59023
1582,27.59585
1583,27.60147
1584,27.60710
1585,27.61272
1586,27.61834
1587,27.62397
1588,27.62959
1589,27.63521
1590,27.64084
1591,27.64646
1592,27.65208
1593,27.65770
1594,27.66333
1595,27.66895
1596,27.67457
1597,27.68020
1598,27.68582
1599,27.69144
1600,27.69707
1601,27.70269
1602,27.70831
1603,27.71394
1604,27.71956
1605,27.72518
1606,27.73080
1607,27.73643
1608,27.74205
1609,27.74767
1610,27.75330
1611,27.75892
1612,27.76454
1613,27.77017
1614,27.77579
1615,27.78141
1616,27.78704
1617,27.79266
1618,27.79828
1619,27.80390
1620,27.80953
1621,27.81515
1622,27.82077
1623,27.82640
1624,27.83202
1625,27.83764
1626,27.84327
1627,27.84889
1628,27.85451
1629,27.86014
1630,27.86576
1631,27.87138
1632,27.87700
1633,27.88263
1634,27.88825
1635,27.89387
1636,27.89950
1637,27.90512
1638,27.91074
1639,27.91637
1640,27.92199
1641,27.92761
1642,27.93323
1643,27.93886
1644,27.94448
1645,27.95010
1646,27.95573
1647,27.96135
1648,27.96697
1649,27.97260
1650,27.97822
1651,27.98384
1652,27.98947
1653,27.99509
1654,28.00071
1655,28.00633
1656,28.01196
1657,28.01758
1658,28.02320
1659,28.02883
1660,28.03445
1661,28.04007
1662,28.04570
1663,28.05132
1664,28.05694
1665,28.06257
1666,28.06819
1667,28.07381
1668,28.07943
1669,28.08506
1670,28.09068
1671,28.09630
1672,28.10193
1673,28.10755
1674,28.11317
1675,28.11880
1676,28.12442
1677,28.13004
1678,28.13567
1679,28.14129
1680,28.14691
1681,28.15253
1682,28.15816
1683,28.16378
1684,28.16940
1685,28.17503
1686,28.18065
1687,28.18627
1688,28.19190
1689,28.19752
1690,28.20314
1691,28.20877
1692,28.21439
1693,28.22001
1694,28.22563
1695,28.23126
1696,28.23688
1697,28.24250
1698,28.24813
1699,28.25375
1700,28.25937
1701,28.26500
1702,28.27062
1703,28.27624
1704,28.28187
1705,28.28749
1706,28.29311
1707,28.29873
1708,28.30436
1709,28.30998
1710,28.31560
1711,28.32123
1712,28.32685
1713,28.33247
1714,28.33810
1715,28.34372
1716,28.34934
1717,28.35496
1718,28.36059
1719,28.36621
1720,28.37183
1721,28.37746
1722,28.38308
1723,28.38870
1724,28.39433
1725,28.39995
1726,28.40557
1727,28.41120
1728,28.41682
1729,28.42244
